L1_Density,L2_Density,L3_Density,L4_Density,L1_Next,L2_Next,L3_Next,L4_Next,L1_Wait,L2_Wait,L3_Wait,L4_Wait,Emergency_Type,Green_Lane,Reason,Green_Time
64,76,19,95,95,68,93,70,2,1,8,0,Ambulance,Lane 4,Emergency_Ambulance,10
84,19,32,87,67,33,68,83,3,2,0,1,Police,Lane 3,Emergency_Police,10
86,45,44,81,91,83,97,53,4,3,1,0,None,Lane 4,Gridlock_Avoidance,6
83,38,29,59,30,13,25,83,5,4,0,1,Police,Lane 3,Emergency_Police,10
12,94,15,90,30,13,13,18,0,5,1,2,None,Lane 1,Starvation,3
41,81,14,81,81,22,97,27,1,6,0,3,Police,Lane 3,Emergency_Police,10
78,32,39,60,73,56,17,49,2,0,1,4,None,Lane 2,Starvation,3
38,87,32,17,14,51,54,36,3,1,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
75,79,81,93,98,95,39,89,4,2,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
88,50,45,36,75,88,50,35,0,3,1,7,None,Lane 1,Starvation,10
18,11,22,99,35,66,79,72,1,4,2,0,Police,Lane 4,Emergency_Police,10
93,67,80,41,26,73,59,52,2,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
93,67,80,41,26,73,59,52,0,1,4,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
55,43,42,55,53,40,14,24,1,2,0,3,None,Lane 3,Starvation,3
46,13,15,14,93,22,63,76,0,3,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
46,13,15,14,93,22,63,76,1,0,2,5,Police,Lane 2,Emergency_Police,10
30,42,73,73,29,73,43,96,2,1,0,6,Police,Lane 3,Emergency_Police,10
73,71,55,18,87,92,97,30,3,2,1,0,None,Lane 4,Starvation,3
28,40,98,51,25,96,24,91,4,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
34,97,52,84,90,50,56,93,5,1,0,2,Police,Lane 3,Emergency_Police,10
79,24,97,80,60,63,88,61,6,2,0,3,Police,Lane 3,Emergency_Police,10
25,71,59,53,18,48,40,24,7,0,1,4,Ambulance,Lane 2,Emergency_Ambulance,10
58,56,24,66,25,91,10,20,0,1,2,5,None,Lane 1,Starvation,3
82,64,26,88,33,32,32,28,0,2,3,6,Police,Lane 1,Emergency_Police,10
82,64,26,88,33,32,32,28,1,0,4,7,Police,Lane 2,Emergency_Police,10
88,46,17,89,50,91,21,93,2,1,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
37,96,66,13,27,50,42,70,0,2,6,1,Ambulance,Lane 1,Emergency_Ambulance,10
37,96,66,13,27,50,42,70,1,3,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
84,89,76,72,20,45,16,69,2,4,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
50,52,35,80,15,63,41,71,3,5,1,0,Police,Lane 4,Emergency_Police,10
76,100,23,68,39,96,53,38,0,6,2,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
76,100,23,68,39,96,53,38,1,7,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
76,21,84,27,97,39,56,72,2,8,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
76,21,84,27,97,39,56,72,3,0,5,1,Police,Lane 2,Emergency_Police,10
87,22,26,28,16,39,34,49,4,0,6,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
72,57,37,87,53,79,77,40,0,1,7,3,None,Lane 1,Starvation,6
78,33,58,83,10,90,24,92,1,0,8,4,Police,Lane 2,Emergency_Police,10
100,77,98,54,43,32,42,45,2,1,0,5,Police,Lane 3,Emergency_Police,10
95,78,60,62,24,71,62,22,3,2,1,0,None,Lane 4,Starvation,3
52,23,52,80,86,75,52,98,4,3,0,1,None,Lane 3,Gridlock_Avoidance,3
24,16,93,64,34,66,25,36,0,4,1,2,None,Lane 1,Starvation,3
29,54,20,97,37,56,63,73,1,0,2,3,None,Lane 2,Starvation,3
63,33,78,67,81,98,12,15,2,1,3,0,None,Lane 4,Starvation,3
79,76,41,15,95,40,52,24,0,2,4,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
66,93,39,44,15,87,82,19,1,0,5,2,Ambulance,Lane 2,Emergency_Ambulance,10
78,38,58,90,16,14,60,41,2,0,6,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
100,14,61,54,61,36,24,13,3,1,7,0,Ambulance,Lane 4,Emergency_Ambulance,10
57,25,78,45,17,58,99,39,4,2,8,0,Police,Lane 4,Emergency_Police,10
68,60,79,81,92,89,23,82,0,3,9,1,Ambulance,Lane 1,Emergency_Ambulance,10
34,65,100,41,67,53,34,62,1,0,10,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
79,28,51,13,89,84,50,97,0,1,11,3,Ambulance,Lane 1,Emergency_Ambulance,10
79,28,51,13,89,84,50,97,1,0,12,4,Ambulance,Lane 2,Emergency_Ambulance,10
51,12,77,58,72,61,100,77,2,1,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
69,15,24,27,57,83,94,15,3,0,1,6,Fire Truck,Lane 2,Emergency_Fire Truck,10
79,31,72,74,73,75,27,53,4,0,2,7,Police,Lane 2,Emergency_Police,10
44,16,92,23,57,89,11,96,0,1,3,8,None,Lane 1,Starvation,3
20,58,29,49,63,12,70,30,0,2,4,9,Fire Truck,Lane 1,Emergency_Fire Truck,10
10,10,16,23,51,41,90,89,1,3,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
70,15,70,10,13,64,40,74,2,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
70,15,70,10,13,64,40,74,3,5,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
70,15,70,10,13,64,40,74,0,6,2,1,Police,Lane 1,Emergency_Police,10
99,91,16,20,60,54,57,54,1,0,3,2,None,Lane 2,Starvation,10
90,62,12,37,57,84,29,90,2,1,0,3,None,Lane 3,Starvation,3
53,55,21,66,97,19,31,95,3,0,1,4,Ambulance,Lane 2,Emergency_Ambulance,10
88,36,48,21,34,40,64,59,4,1,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
59,66,16,50,44,30,88,87,5,2,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
67,59,39,100,78,73,36,48,6,3,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
70,38,70,58,44,38,58,70,0,4,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
70,38,70,58,44,38,58,70,1,0,4,2,Ambulance,Lane 2,Emergency_Ambulance,10
25,27,16,26,19,90,19,60,2,1,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
25,27,16,26,19,90,19,60,0,2,6,1,Police,Lane 1,Emergency_Police,10
42,47,98,16,91,16,33,27,1,3,0,2,None,Lane 3,Starvation,10
77,48,92,94,41,96,35,14,2,0,1,3,Police,Lane 2,Emergency_Police,10
93,91,50,10,47,39,49,87,0,1,2,4,None,Lane 1,Gridlock_Avoidance,10
25,66,13,84,55,40,74,90,1,0,3,5,None,Lane 2,Gridlock_Avoidance,3
93,16,39,35,67,31,29,33,2,1,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
59,36,100,18,36,13,81,18,3,2,1,0,None,Lane 4,Starvation,3
34,64,13,25,65,71,48,16,4,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
34,64,13,25,65,71,48,16,0,1,3,2,Police,Lane 1,Emergency_Police,10
18,38,14,78,55,48,66,18,1,2,0,3,None,Lane 3,Starvation,3
20,31,13,13,92,63,83,58,2,3,1,0,None,Lane 4,Starvation,3
74,36,31,73,76,55,52,34,3,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
99,73,88,65,65,40,64,22,0,5,3,1,Police,Lane 1,Emergency_Police,10
70,85,12,37,96,97,82,25,0,6,4,2,Police,Lane 1,Emergency_Police,10
70,85,12,37,96,97,82,25,1,7,5,0,Police,Lane 4,Emergency_Police,10
72,52,79,65,62,27,34,69,2,0,6,1,Police,Lane 2,Emergency_Police,10
66,33,81,33,42,77,81,57,3,0,7,2,Ambulance,Lane 2,Emergency_Ambulance,10
66,33,81,33,42,77,81,57,4,1,8,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
94,34,75,26,36,22,54,43,0,2,9,1,None,Lane 1,Starvation,10
93,27,99,90,33,74,35,58,1,3,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
70,70,17,97,18,83,91,30,0,4,1,3,Police,Lane 1,Emergency_Police,10
70,70,17,97,18,83,91,30,1,5,2,0,Police,Lane 4,Emergency_Police,10
54,61,89,43,56,66,61,52,2,0,3,1,None,Lane 2,Starvation,3
86,52,57,33,79,60,93,54,3,0,4,2,Ambulance,Lane 2,Emergency_Ambulance,10
86,52,57,33,79,60,93,54,4,1,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
34,82,34,24,43,58,15,53,5,0,6,1,Police,Lane 2,Emergency_Police,10
21,88,81,63,21,20,89,58,0,1,7,2,Ambulance,Lane 1,Emergency_Ambulance,10
96,77,57,50,40,90,61,61,1,2,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
46,33,93,63,58,58,87,57,2,0,1,4,Ambulance,Lane 2,Emergency_Ambulance,10
96,75,73,39,10,46,13,67,3,1,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
22,48,25,55,75,61,98,25,0,2,1,6,None,Lane 1,Starvation,3
72,25,43,14,95,59,36,59,1,3,2,0,None,Lane 4,Starvation,3
93,50,77,35,68,63,43,50,2,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
46,70,84,63,49,19,84,42,3,0,1,2,None,Lane 2,Starvation,3
94,36,44,70,90,64,28,36,4,1,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
98,41,67,93,40,24,17,38,0,2,3,1,None,Lane 1,Starvation,10
98,70,72,49,18,63,18,97,1,3,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
42,73,99,92,45,58,58,65,2,0,5,1,None,Lane 2,Starvation,6
60,21,66,77,45,54,69,61,3,0,6,2,Ambulance,Lane 2,Emergency_Ambulance,10
24,40,90,55,58,21,21,81,0,1,7,3,None,Lane 1,Starvation,3
46,17,87,80,30,10,12,99,1,2,0,4,None,Lane 3,Starvation,10
49,42,51,65,84,60,21,68,2,0,1,5,Ambulance,Lane 2,Emergency_Ambulance,10
97,86,55,35,90,95,98,52,3,1,2,0,None,Lane 4,Starvation,3
18,65,71,18,85,83,80,77,0,2,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
18,65,71,18,85,83,80,77,1,3,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
42,37,72,11,58,43,77,52,2,0,5,1,Ambulance,Lane 2,Emergency_Ambulance,10
42,37,72,11,58,43,77,52,3,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
31,45,74,27,72,42,97,27,0,2,1,3,None,Lane 1,Starvation,3
92,47,20,56,69,15,97,11,0,3,2,4,Police,Lane 1,Emergency_Police,10
92,47,20,56,69,15,97,11,1,4,0,5,Police,Lane 3,Emergency_Police,10
67,31,94,31,38,35,55,14,2,0,1,6,None,Lane 2,Starvation,3
100,77,64,94,38,38,74,87,3,0,2,7,Ambulance,Lane 2,Emergency_Ambulance,10
76,29,16,79,50,84,23,75,0,1,3,8,None,Lane 1,Starvation,6
13,55,40,100,56,38,31,41,1,2,0,9,None,Lane 3,Starvation,3
51,18,34,22,29,87,39,17,2,3,1,0,None,Lane 4,Starvation,3
37,10,18,61,49,23,33,38,3,0,2,1,Ambulance,Lane 2,Emergency_Ambulance,10
60,22,43,87,84,46,53,12,4,1,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
98,50,39,91,52,45,84,20,5,2,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
26,40,87,29,83,53,27,32,6,3,0,1,None,Lane 3,Gridlock_Avoidance,10
62,53,99,58,54,81,24,22,0,4,1,2,None,Lane 1,Starvation,3
13,24,95,59,75,16,36,53,1,0,2,3,None,Lane 2,Starvation,3
44,39,54,64,53,83,89,18,2,1,0,4,Police,Lane 3,Emergency_Police,10
23,71,71,21,60,32,36,53,3,2,1,0,None,Lane 4,Starvation,3
38,23,79,35,47,98,81,74,0,3,2,1,None,Lane 1,Starvation,3
63,48,97,64,20,70,73,61,1,0,3,2,None,Lane 2,Starvation,3
41,27,14,19,18,64,39,67,2,1,0,3,None,Lane 3,Starvation,3
24,83,76,17,91,95,12,98,3,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
48,25,75,76,14,57,14,21,4,1,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
57,99,67,74,31,31,23,88,0,2,3,1,None,Lane 1,Starvation,3
93,62,51,90,16,85,100,22,0,3,4,2,Police,Lane 1,Emergency_Police,10
71,92,66,35,50,58,28,78,1,4,0,3,Police,Lane 3,Emergency_Police,10
15,36,70,61,83,56,63,33,2,0,1,4,None,Lane 2,Starvation,3
55,84,32,61,100,81,19,74,3,1,2,0,None,Lane 4,Starvation,3
38,33,39,58,61,85,76,31,0,2,3,1,None,Lane 1,Starvation,3
10,17,60,14,94,60,92,54,1,0,4,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
10,17,60,14,94,60,92,54,2,1,5,0,Police,Lane 4,Emergency_Police,10
18,61,27,61,92,37,78,44,0,2,6,1,Ambulance,Lane 1,Emergency_Ambulance,10
94,63,58,13,21,60,55,17,1,3,0,2,None,Lane 3,Starvation,3
12,48,41,59,34,25,44,26,0,4,1,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
83,21,12,92,67,56,38,43,0,5,2,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
83,21,12,92,67,56,38,43,1,6,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
32,77,95,77,64,93,29,18,2,7,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
93,44,59,55,65,72,83,28,0,8,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
34,74,69,61,64,52,57,19,1,0,2,3,Police,Lane 2,Emergency_Police,10
23,42,86,74,50,60,71,21,2,1,3,0,None,Lane 4,Starvation,6
86,81,86,11,52,85,71,47,3,2,0,1,None,Lane 3,Starvation,10
59,63,67,37,59,92,75,92,0,3,1,2,None,Lane 1,Starvation,3
14,63,18,70,49,82,36,26,1,4,2,0,Police,Lane 4,Emergency_Police,10
86,75,62,71,74,65,66,99,2,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
40,78,74,99,75,47,28,48,3,1,0,2,None,Lane 3,Starvation,6
13,70,28,24,65,24,96,67,4,0,1,3,Ambulance,Lane 2,Emergency_Ambulance,10
79,87,73,90,75,83,98,63,0,1,2,4,None,Lane 1,Starvation,6
21,64,60,52,100,56,99,75,1,2,3,0,None,Lane 4,Starvation,3
68,35,87,26,22,58,46,96,2,3,0,1,None,Lane 3,Starvation,10
87,76,31,24,97,52,35,76,3,4,1,0,Police,Lane 4,Emergency_Police,10
17,69,46,51,74,14,24,51,4,0,2,1,Police,Lane 2,Emergency_Police,10
11,64,42,38,11,71,28,66,0,1,3,2,None,Lane 1,Starvation,3
88,42,37,27,69,63,60,73,1,2,0,3,None,Lane 3,Starvation,3
72,35,93,69,19,59,39,39,2,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
57,65,15,86,35,99,23,83,0,1,2,5,None,Lane 1,Gridlock_Avoidance,3
86,85,27,43,72,25,45,14,0,2,3,6,Fire Truck,Lane 1,Emergency_Fire Truck,10
95,68,73,22,51,57,35,57,1,3,0,7,None,Lane 3,Starvation,6
67,53,79,88,69,37,86,58,2,4,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
67,53,79,88,69,37,86,58,3,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
19,84,44,36,87,49,39,93,4,0,3,2,None,Lane 2,Gridlock_Avoidance,6
17,24,30,76,97,12,19,10,5,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
100,16,18,70,51,59,26,91,0,2,1,4,None,Lane 1,Starvation,10
64,84,59,22,97,12,19,90,1,3,2,0,Police,Lane 4,Emergency_Police,10
72,89,72,15,99,13,15,45,2,0,3,1,None,Lane 2,Starvation,10
42,69,73,47,41,60,97,51,3,0,4,2,None,Lane 2,Gridlock_Avoidance,3
92,16,92,19,31,42,44,49,0,1,5,3,None,Lane 1,Starvation,10
44,27,56,80,99,45,82,85,1,0,6,4,None,Lane 2,Gridlock_Avoidance,3
21,57,85,48,42,47,30,30,2,1,0,5,None,Lane 3,Starvation,6
86,52,82,61,94,12,10,20,3,2,1,0,Police,Lane 4,Emergency_Police,10
56,37,16,100,85,15,42,66,4,0,2,1,Ambulance,Lane 2,Emergency_Ambulance,10
49,83,78,50,46,83,38,11,0,1,3,2,None,Lane 1,Starvation,3
93,63,92,21,67,37,100,12,1,2,4,0,Police,Lane 4,Emergency_Police,10
42,89,27,72,18,13,67,75,2,3,0,1,None,Lane 3,Starvation,3
53,38,48,75,41,32,30,65,3,0,1,2,None,Lane 2,Starvation,3
97,80,42,76,48,73,60,58,0,1,2,3,None,Lane 1,Starvation,10
96,52,66,54,97,68,46,89,1,2,0,4,None,Lane 3,Gridlock_Avoidance,3
76,72,95,56,80,83,95,54,2,3,1,0,None,Lane 4,Starvation,3
62,44,99,53,97,21,60,49,3,0,2,1,None,Lane 2,Starvation,3
19,91,22,86,86,58,49,65,4,0,3,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
98,96,57,62,13,78,50,50,5,0,4,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
52,30,33,13,34,87,82,14,6,1,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
42,13,93,33,47,62,57,16,7,0,6,1,Ambulance,Lane 2,Emergency_Ambulance,10
83,76,77,80,27,74,24,38,0,1,7,2,Ambulance,Lane 1,Emergency_Ambulance,10
83,76,77,80,27,74,24,38,1,0,8,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
19,19,34,48,43,19,90,38,2,1,9,0,None,Lane 4,Gridlock_Avoidance,3
32,66,65,93,36,80,71,73,3,0,10,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
13,25,90,52,44,92,94,95,4,1,11,0,Ambulance,Lane 4,Emergency_Ambulance,10
22,41,32,50,81,22,76,42,5,0,12,1,Ambulance,Lane 2,Emergency_Ambulance,10
64,19,91,13,43,37,12,11,0,1,13,2,None,Lane 1,Starvation,3
87,53,46,77,94,41,52,40,1,2,0,3,None,Lane 3,Starvation,3
85,25,63,31,12,92,38,27,0,3,1,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
100,66,43,28,57,62,37,90,0,4,2,5,Police,Lane 1,Emergency_Police,10
46,50,46,30,77,23,99,45,0,5,3,6,Fire Truck,Lane 1,Emergency_Fire Truck,10
75,10,72,61,38,98,78,91,0,6,4,7,None,Lane 1,Gridlock_Avoidance,6
13,17,85,80,31,42,58,86,1,0,5,8,None,Lane 2,Starvation,3
61,53,33,64,53,29,93,84,0,1,6,9,None,Lane 1,Gridlock_Avoidance,3
60,62,86,11,36,66,14,27,0,2,7,10,Fire Truck,Lane 1,Emergency_Fire Truck,10
60,62,86,11,36,66,14,27,1,3,8,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
39,19,81,91,18,23,45,69,2,0,9,1,None,Lane 2,Starvation,3
26,63,49,68,13,96,94,70,3,0,10,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
99,54,85,28,73,12,73,25,0,1,11,3,None,Lane 1,Starvation,10
95,64,85,43,60,11,70,83,0,2,12,4,Police,Lane 1,Emergency_Police,10
56,80,80,39,36,47,23,24,1,3,0,5,None,Lane 3,Starvation,6
29,53,24,54,59,58,70,62,2,0,1,6,None,Lane 2,Starvation,3
65,18,92,11,57,30,95,77,3,1,2,0,None,Lane 4,Starvation,3
84,85,66,21,86,34,40,82,4,2,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
99,37,87,71,98,57,17,38,5,3,0,2,None,Lane 3,Gridlock_Avoidance,10
97,88,26,77,61,76,42,54,0,4,1,3,None,Lane 1,Starvation,10
38,77,62,81,44,70,75,87,1,0,2,4,None,Lane 2,Starvation,6
52,59,68,82,57,67,58,83,2,0,3,5,Ambulance,Lane 2,Emergency_Ambulance,10
52,59,68,82,57,67,58,83,3,1,4,0,Police,Lane 4,Emergency_Police,10
45,57,15,78,95,75,32,98,4,0,5,1,None,Lane 2,Gridlock_Avoidance,3
92,48,26,29,13,59,38,46,0,1,6,2,None,Lane 1,Starvation,10
12,35,93,71,75,83,77,90,1,2,7,0,Police,Lane 4,Emergency_Police,10
94,19,64,56,13,23,11,96,2,3,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
57,77,20,88,30,19,19,81,3,0,1,2,None,Lane 2,Starvation,6
13,25,86,57,16,62,92,38,4,1,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
90,83,12,55,32,22,37,56,5,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
46,18,65,42,69,18,42,43,6,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
88,10,15,77,27,91,61,37,0,2,1,3,None,Lane 1,Starvation,10
28,29,20,68,57,51,52,11,1,3,2,0,None,Lane 4,Starvation,3
64,26,96,100,85,89,16,89,2,4,0,1,None,Lane 3,Gridlock_Avoidance,10
49,22,87,92,84,50,32,48,3,0,1,2,None,Lane 2,Starvation,3
30,54,18,60,27,87,90,67,0,1,2,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
30,54,18,60,27,87,90,67,1,2,3,0,Police,Lane 4,Emergency_Police,10
58,48,40,21,38,15,66,12,2,3,0,1,None,Lane 3,Starvation,3
46,21,18,60,86,39,66,40,3,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
46,21,18,60,86,39,66,40,0,5,1,3,Police,Lane 1,Emergency_Police,10
39,47,71,70,68,49,49,30,1,0,2,4,Ambulance,Lane 2,Emergency_Ambulance,10
83,95,52,66,87,38,72,91,0,1,3,5,Police,Lane 1,Emergency_Police,10
97,34,43,12,53,30,80,23,1,2,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
97,34,43,12,53,30,80,23,2,3,0,1,Police,Lane 3,Emergency_Police,10
17,38,83,31,39,11,82,28,3,0,1,2,None,Lane 2,Starvation,3
19,93,86,58,100,30,16,62,4,0,2,3,None,Lane 2,Gridlock_Avoidance,10
70,65,31,62,21,11,91,11,0,1,3,4,None,Lane 1,Starvation,3
70,19,13,100,19,37,61,65,1,2,0,5,None,Lane 3,Starvation,3
77,86,56,67,58,74,96,18,2,3,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
15,20,96,10,71,31,31,37,3,0,2,1,None,Lane 2,Starvation,3
34,36,38,22,99,98,70,51,0,1,3,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
78,28,42,92,20,70,20,41,1,2,0,3,None,Lane 3,Starvation,3
56,68,89,63,24,83,56,42,0,3,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
50,69,61,71,59,98,47,12,1,4,2,0,None,Lane 4,Gridlock_Avoidance,6
93,68,93,65,75,14,21,82,2,0,3,1,None,Lane 2,Starvation,3
43,33,60,81,24,93,54,70,3,1,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
24,23,56,11,11,45,44,81,0,2,5,1,None,Lane 1,Starvation,3
33,27,99,89,41,50,33,43,1,3,0,2,None,Lane 3,Starvation,10
43,61,36,80,18,12,41,87,2,0,1,3,Police,Lane 2,Emergency_Police,10
53,34,19,100,71,100,67,75,3,1,2,0,None,Lane 4,Starvation,10
35,44,11,67,85,93,10,23,4,2,3,0,None,Lane 4,Gridlock_Avoidance,3
70,80,19,38,72,24,85,98,0,3,4,1,None,Lane 1,Starvation,3
13,60,67,82,55,99,35,69,1,4,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
61,37,30,31,20,76,15,32,2,0,6,1,None,Lane 2,Starvation,3
66,48,41,38,90,65,87,24,3,0,7,2,None,Lane 2,Gridlock_Avoidance,3
70,59,48,30,13,97,49,86,0,1,8,3,Ambulance,Lane 1,Emergency_Ambulance,10
98,25,97,79,13,100,66,97,1,2,0,4,None,Lane 3,Starvation,10
97,77,45,71,10,50,18,31,2,0,1,5,Ambulance,Lane 2,Emergency_Ambulance,10
97,77,45,71,10,50,18,31,3,1,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
19,49,63,12,75,72,83,27,4,0,3,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
50,42,75,74,12,15,81,77,0,1,4,2,None,Lane 1,Starvation,3
13,95,45,56,23,49,13,88,1,2,0,3,None,Lane 3,Starvation,3
58,38,85,34,85,90,74,39,0,3,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
30,16,62,45,50,94,73,93,0,4,2,5,Ambulance,Lane 1,Emergency_Ambulance,10
30,16,62,45,50,94,73,93,1,5,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
57,72,98,80,37,40,69,40,2,6,0,7,Ambulance,Lane 3,Emergency_Ambulance,10
52,77,90,17,97,21,70,57,3,0,1,8,None,Lane 2,Starvation,6
94,99,78,21,73,23,35,55,0,1,2,9,None,Lane 1,Starvation,10
54,48,60,20,18,77,13,94,1,2,0,10,None,Lane 3,Gridlock_Avoidance,3
51,92,28,25,81,36,50,88,2,0,1,11,None,Lane 2,Gridlock_Avoidance,10
82,84,13,56,98,87,44,41,3,1,0,12,Fire Truck,Lane 3,Emergency_Fire Truck,10
74,85,71,88,18,80,39,90,4,0,1,13,Fire Truck,Lane 2,Emergency_Fire Truck,10
74,85,71,88,18,80,39,90,5,1,2,0,Police,Lane 4,Emergency_Police,10
51,65,73,55,29,99,55,70,0,2,3,1,None,Lane 1,Starvation,3
47,12,54,95,94,72,81,35,1,3,4,0,None,Lane 4,Gridlock_Avoidance,10
79,87,47,43,50,67,74,43,2,0,5,1,None,Lane 2,Starvation,10
71,35,44,30,18,34,68,78,0,1,6,2,Ambulance,Lane 1,Emergency_Ambulance,10
90,11,39,21,58,53,82,56,0,2,7,3,None,Lane 1,Gridlock_Avoidance,10
96,87,81,49,99,44,34,48,1,3,0,4,None,Lane 3,Starvation,6
87,19,13,63,33,62,65,34,2,0,1,5,None,Lane 2,Starvation,3
92,37,47,62,56,56,39,49,3,1,2,0,None,Lane 4,Starvation,3
67,61,49,34,29,76,64,53,4,0,3,1,Police,Lane 2,Emergency_Police,10
42,88,56,11,95,42,68,16,5,0,4,2,None,Lane 2,Gridlock_Avoidance,10
48,73,84,18,44,43,87,29,0,1,5,3,None,Lane 1,Starvation,3
13,69,95,43,32,12,18,35,1,2,6,0,Police,Lane 4,Emergency_Police,10
99,72,53,26,94,56,33,54,2,3,7,0,Ambulance,Lane 4,Emergency_Ambulance,10
19,42,85,98,90,72,35,99,3,0,8,1,None,Lane 2,Starvation,3
90,37,69,42,55,49,25,95,4,1,9,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
90,33,53,76,88,64,35,53,5,2,10,0,None,Lane 4,Gridlock_Avoidance,6
61,48,58,37,97,48,48,84,0,3,11,1,Ambulance,Lane 1,Emergency_Ambulance,10
22,45,65,46,52,75,51,81,1,0,12,2,None,Lane 2,Starvation,3
41,11,20,55,74,14,78,49,0,1,13,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
41,11,20,55,74,14,78,49,1,2,14,0,Police,Lane 4,Emergency_Police,10
87,63,22,25,39,90,61,89,2,3,15,0,Ambulance,Lane 4,Emergency_Ambulance,10
80,98,78,97,69,60,17,94,3,0,16,1,None,Lane 2,Starvation,10
96,27,86,49,57,29,100,32,0,1,17,2,None,Lane 1,Starvation,10
56,24,44,72,60,93,69,50,1,2,0,3,None,Lane 3,Starvation,3
33,44,50,43,76,100,62,22,0,3,1,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
